kampagne;omkostning;klik;visninger;konverteringer;konv_vaerdi;dato;currency
hh_dk_Search_Brand_BlackFriday_202411;7120.01;1256;18019;35;16418.63;26-11-2024;DKK
hh_dk_Search_Brand_Havesaeson_202305;12277.43;2067;32594;51;39541.03;26-05-2023;DKK
Havehjornet_Search_Brand_Alm_202210;1138.22;139;3238;5;3050.22;16-10-2022;DKK
HH_Search_NonBrand_Alm_202303;32412.47;3825;101857;107;66819.77;26-03-2023;DKK
Havehjornet_Search_Brand_Alm_202508;5650.18;1327;15886;28;22224.34;29-08-2025;DKK
Havehjornet_Search_NonBrand_Jul_202212_kopi;42872.26;6913;138286;140;94469.44;16-12-2022;DKK
HAVEHJ_Search_NonBrand_Alm_202403_kopi;3562.76;3289;109625;83;7831.15;21-03-2024;EUR
HH_Search_Brand_Alm_202307;2145.91;255;13093;10;5431.63;28-07-2023;DKK
HH_Search_NonBrand_Alm_202201;16442.83;2278;55505;62;35718.23;21-01-2022;DKK
HAVEHJ_Search_NonBrand_Alm_202402;11912.48;2237;63306;45;22326.29;22-02-2024;DKK
Havehjornet_Search_NonBrand_Alm_202410;1709.69;2268;52991;41;3976.52;03-10-2024;EUR
HAVEHJ_Search_Brand_BlackFriday_202511;486.69;452;17653;17;1580.63;07-11-2025;EUR
Havehjornet_Search_Brand_Havesaeson_202504;5251.94;609;31580;21;17054.20;02-04-2025;DKK
Havehjornet_Search_NonBrand_Alm_202201;5515.52;744;23787;18;15552.51;08-01-2022;DKK
HH_Search_NonBrand_Alm_202502_kopi;15016.16;2651;71320;51;40427.51;12-02-2025;DKK
HH_Search_Brand_Alm_202508;791.14;112;2284;4;2282.00;30-08-2025;DKK
HAVEHJ_Search_NonBrand_Havesaeson_202206;31874.08;5247;126201;95;71758.77;20-06-2022;DKK
HAVEHJ_Search_Brand_Alm_202509_kopi;8715.46;2158;26428;41;27855.11;30-09-2025;DKK
Havehjornet_Search_Brand_Alm_202208;1334.36;318;4657;6;4724.80;03-08-2022;DKK
HH_Search_Brand_Havesaeson_202406;3612.67;499;11077;15;8557.91;26-06-2024;DKK
hh_dk_Search_NonBrand_Havesaeson_202205;37409.30;4258;123830;132;78396.31;17-05-2022;DKK
HAVEHJ_Search_Brand_Alm_202303;7369.10;1270;22257;32;17517.62;04-03-2023;DKK
hh_dk_Search_NonBrand_Alm_202408;4596.17;1004;17796;17;8093.68;10-08-2024;DKK
HAVEHJ_Search_Brand_Havesaeson_202305;4239.85;519;22425;19;16654.27;04-05-2023;DKK
HAVEHJ_Search_NonBrand_Alm_202510;10519.32;2032;35552;35;26233.47;28-10-2025;DKK
HAVEHJ_Search_NonBrand_Havesaeson_202305;19549.66;3151;88504;58;48031.32;16-05-2023;DKK
Havehjornet_Search_NonBrand_Alm_202307;2805.58;391;7755;9;6694.38;08-07-2023;DKK
hh_dk_Search_Brand_Alm_202507;2362.44;475;7806;11;8874.39;27-07-2025;DKK
hh_dk_Search_Brand_Alm_202407;2918.33;378;12939;13;8468.04;07-07-2024;DKK
HH_Search_Brand_Alm_202301_kopi;8993.46;1901;26509;46;23079.05;30-01-2023;DKK
Havehjornet_Search_Brand_Jul_202512;8136.54;1088;33687;39;19288.34;20-12-2025;DKK
HH_Search_NonBrand_BlackFriday_202411;30974.68;5284;79693;90;72618.09;30-11-2024;DKK
hh_dk_Search_NonBrand_Alm_202209;4103.43;792;18734;16;8095.37;23-09-2022;DKK
HH_Search_Brand_Alm_202309;5394.71;779;26211;24;14269.74;24-09-2023;DKK
HAVEHJ_Search_NonBrand_Havesaeson_202206;26975.43;3127;69895;93;62204.41;01-06-2022;DKK
hh_dk_Search_NonBrand_Havesaeson_202206;19960.77;2424;69716;70;30528.65;27-06-2022;DKK
Havehjornet_Search_NonBrand_Alm_202301;7311.94;1322;31899;23;12345.08;29-01-2023;DKK
hh_dk_Search_Brand_Jul_202412;14554.73;1685;62083;67;38781.29;24-12-2024;DKK
HH_Search_NonBrand_Havesaeson_202306;25556.68;2900;110380;89;62902.33;23-06-2023;DKK
HAVEHJ_Search_Brand_Alm_202203;5997.97;808;27751;27;17280.19;01-03-2022;DKK
HAVEHJ_Search_Brand_Havesaeson_202506;2290.80;321;6451;9;6001.57;01-06-2025;DKK
HAVEHJ_Search_NonBrand_Havesaeson_202504;73857.81;8780;481631;273;203189.01;21-04-2025;DKK
HH_Search_Brand_Alm_202402;598.84;827;29653;22;1779.95;04-02-2024;EUR
HH_Search_Brand_BlackFriday_202511;4992.29;1149;25837;26;13584.33;21-11-2025;DKK
HAVEHJ_Search_Brand_Alm_202203;5828.33;749;23216;25;16702.27;15-03-2022;DKK
hh_dk_Search_Brand_Alm_202309_kopi;826.45;1008;30658;26;2175.82;11-09-2023;EUR
HAVEHJ_Search_NonBrand_Alm_202509_kopi;23244.71;4620;147628;77;53654.85;19-09-2025;DKK
HAVEHJ_Search_NonBrand_Havesaeson_202306;45688.39;9723;172075;153;111052.25;05-06-2023;DKK
Havehjornet_Search_Brand_Havesaeson_202506;10660.60;2127;47326;57;31555.11;06-06-2025;DKK
HH_Search_Brand_Alm_202407;668.12;1182;28634;23;1956.78;24-07-2024;EUR
HAVEHJ_Search_NonBrand_Alm_202401;14142.63;1997;35622;42;31446.63;02-01-2024;DKK
HH_Search_Brand_Havesaeson_202306_kopi;4494.17;731;18885;19;17702.67;04-06-2023;DKK
hh_dk_Search_Brand_Alm_202401;6333.66;943;19661;31;18303.67;02-01-2024;DKK
hh_dk_Search_NonBrand_Alm_202501;12777.18;1430;65313;45;31471.99;18-01-2025;DKK
HAVEHJ_Search_NonBrand_Alm_202510;17307.01;2740;43737;51;42792.75;22-10-2025;DKK
Havehjornet_Search_Brand_Alm_202509;7905.09;1908;50389;40;16086.71;03-09-2025;DKK
hh_dk_Search_NonBrand_Alm_202207;3940.14;4596;193377;85;8117.23;03-07-2022;EUR
hh_dk_Search_Brand_BlackFriday_202311;4673.54;862;14062;22;13621.28;10-11-2023;DKK
HAVEHJ_Search_NonBrand_BlackFriday_202511;2533.01;393;11486;10;7349.11;05-11-2025;DKK
hh_dk_Search_NonBrand_Alm_202301;428.55;459;9846;12;903.36;05-01-2023;EUR
Havehjornet_Search_NonBrand_Alm_202203;9644.46;1362;48459;30;16893.15;14-03-2022;DKK
Havehjornet_Search_NonBrand_Alm_202309;11787.64;1752;59166;37;19184.22;26-09-2023;DKK
hh_dk_Search_Brand_BlackFriday_202211;7031.06;1321;25464;31;26721.91;05-11-2022;DKK
HAVEHJ_Search_NonBrand_Alm_202208;5457.66;1311;23438;16;12042.03;22-08-2022;DKK
HH_Search_NonBrand_Havesaeson_202404;45682.49;5167;186474;178;109105.52;19-04-2024;DKK
HAVEHJ_Search_Brand_Havesaeson_202404;11552.18;2554;31606;60;40702.77;12-04-2024;DKK
hh_dk_Search_NonBrand_Havesaeson_202405;14774.60;1870;87296;43;31152.13;27-05-2024;DKK
HAVEHJ_Search_NonBrand_Alm_202409;10587.08;1253;48554;33;20436.55;19-09-2024;DKK
Havehjornet_Search_NonBrand_Havesaeson_202405;39913.97;6779;136113;123;70464.51;17-05-2024;DKK
Havehjornet_Search_NonBrand_Alm_202209;4336.10;633;15311;13;10285.51;14-09-2022;DKK
hh_dk_Search_Brand_Alm_202408;4671.43;946;11881;25;13418.43;08-08-2024;DKK
HH_Search_NonBrand_Havesaeson_202404;13285.70;2550;45100;39;29633.22;20-04-2024;DKK
HH_Search_NonBrand_Alm_202210_kopi;25163.59;3830;68516;96;56944.28;23-10-2022;DKK
Havehjornet_Search_NonBrand_Alm_202507;9888.98;1524;29486;32;19382.33;01-07-2025;DKK
HH_Search_Brand_Havesaeson_202406;3612.67;499;11077;15;8557.91;26-06-2024;DKK
hh_dk_Search_NonBrand_Alm_202410;18248.10;4274;60032;53;38251.80;14-10-2024;DKK
HAVEHJ_Search_NonBrand_Havesaeson_202205;9485.91;1493;27631;34;20228.13;25-05-2022;DKK
HAVEHJ_Search_NonBrand_Alm_202502;1056.72;1020;23809;26;2528.37;02-02-2025;EUR
HH_Search_Brand_Alm_202203_kopi;3398.74;781;15876;14;10281.71;06-03-2022;DKK
Havehjornet_Search_NonBrand_Alm_202207;18067.70;2781;70657;60;31072.96;20-07-2022;DKK
HH_Search_Brand_Havesaeson_202305;5618.29;691;21066;28;19066.49;20-05-2023;DKK
hh_dk_Search_NonBrand_Alm_202401;15104.98;1767;46281;54;40146.68;06-01-2024;DKK
hh_dk_Search_Brand_Alm_202203;361.69;448;12555;14;1171.50;17-03-2022;EUR
HAVEHJ_Search_NonBrand_Alm_202402;14745.89;3031;37054;47;29005.26;18-02-2024;DKK
hh_dk_Search_Brand_Alm_202307;2642.08;456;7223;14;10022.81;19-07-2023;DKK
Havehjornet_Search_NonBrand_Alm_202308;5695.38;1011;21412;21;16091.71;17-08-2023;DKK
HH_Search_NonBrand_Havesaeson_202204;32670.78;5793;114119;104;79198.77;15-04-2022;DKK
Havehjornet_Search_Brand_Alm_202403;9806.67;2100;27299;53;29233.14;16-03-2024;DKK
HH_Search_NonBrand_Alm_202408;7773.25;909;26848;25;20021.75;31-08-2024;DKK
hh_dk_Search_Brand_Alm_202210;3462.44;843;21117;15;9585.56;10-10-2022;DKK
HH_Search_NonBrand_Havesaeson_202206;21010.45;3750;81666;63;41437.12;24-06-2022;DKK
Havehjornet_Search_Brand_Havesaeson_202405;10814.56;1286;48226;46;24667.34;08-05-2024;DKK
Havehjornet_Search_Brand_BlackFriday_202511;16578.83;2001;53037;70;48809.63;27-11-2025;DKK
hh_dk_Search_NonBrand_Alm_202503;12747.85;1437;68785;49;29134.18;15-03-2025;DKK
HAVEHJ_Search_Brand_Alm_202507;1685.23;213;4918;8;4976.93;14-07-2025;DKK
hh_dk_Search_Brand_Alm_202207;7402.76;1719;44493;40;17615.99;03-07-2022;DKK
Havehjornet_Search_Brand_Alm_202403;5555.10;927;29248;23;13241.55;20-03-2024;DKK
HAVEHJ_Search_Brand_Alm_202501;12074.79;1972;39511;51;30757.75;06-01-2025;DKK
HAVEHJ_Search_NonBrand_Alm_202507;11680.34;1459;42321;45;28877.65;15-07-2025;DKK
HAVEHJ_Search_Brand_Jul_202412;19029.07;2455;115783;88;67438.15;19-12-2024;DKK
HAVEHJ_Search_NonBrand_Alm_202401;12302.96;2363;69396;44;34153.62;22-01-2024;DKK
HAVEHJ_Search_Brand_Havesaeson_202405;7073.47;845;38624;30;27316.16;10-05-2024;DKK
HAVEHJ_Search_NonBrand_Jul_202512;99025.95;23205;540587;382;226317.68;10-12-2025;DKK
HAVEHJ_Search_Brand_Alm_202203;8001.44;1383;29472;38;18833.77;28-03-2022;DKK
Havehjornet_Search_Brand_Alm_202309;11508.23;2455;60984;62;34364.23;06-09-2023;DKK
HAVEHJ_Search_NonBrand_Alm_202510;12456.84;1585;37437;39;18381.65;17-10-2025;DKK
HH_Search_NonBrand_Alm_202507;13380.27;2548;43865;51;31677.96;26-07-2025;DKK
HAVEHJ_Search_Brand_Alm_202501;4842.70;793;14332;24;15248.29;14-01-2025;DKK
HH_Search_Brand_Jul_202512;11328.07;1260;54387;60;38053.92;13-12-2025;DKK
HAVEHJ_Search_NonBrand_BlackFriday_202511;12640.00;1508;35078;39;25155.03;25-11-2025;DKK
Havehjornet_Search_Brand_Havesaeson_202204_kopi;8752.43;1289;22094;46;31144.90;16-04-2022;DKK
HAVEHJ_Search_NonBrand_Havesaeson_202504;70561.78;15896;310977;260;136863.70;27-04-2025;DKK
HAVEHJ_Search_Brand_Alm_202209;8291.49;1152;33736;36;31699.34;14-09-2022;DKK
Havehjornet_Search_NonBrand_Alm_202210;9265.15;1042;27917;34;13567.62;06-10-2022;DKK
HAVEHJ_Search_Brand_Alm_202209;3712.28;485;9391;15;11320.73;02-09-2022;DKK
hh_dk_Search_NonBrand_Alm_202307_kopi;14546.51;2019;49814;47;34066.49;10-07-2023;DKK
Havehjornet_Search_NonBrand_BlackFriday_202311;8487.50;12116;272165;221;19156.61;28-11-2023;EUR
HAVEHJ_Search_Brand_Alm_202402;5999.52;973;18309;31;19764.71;28-02-2024;DKK
Havehjornet_Search_Brand_Alm_202309;5230.67;1070;28630;25;19178.94;29-09-2023;DKK
HAVEHJ_Search_Brand_BlackFriday_202411;18636.51;4119;50455;79;46542.04;17-11-2024;DKK
HAVEHJ_Search_NonBrand_Alm_202201_kopi;11480.89;1329;34524;44;24122.41;27-01-2022;DKK
HH_Search_NonBrand_Alm_202402;10099.72;1164;26223;36;24733.26;08-02-2024;DKK
Havehjornet_Search_Brand_Havesaeson_202506;1065.53;944;40834;37;3501.34;12-06-2025;EUR
HAVEHJ_Search_Brand_Alm_202202;8550.65;1677;34005;38;24437.80;27-02-2022;DKK
hh_dk_Search_NonBrand_Alm_202301;20785.87;2351;85989;74;43798.79;22-01-2023;DKK
HH_Search_Brand_Alm_202307;2735.50;587;9235;12;11184.49;10-07-2023;DKK
Havehjornet_Search_Brand_Alm_202507_kopi;3367.98;446;14602;14;11369.22;25-07-2025;DKK
HAVEHJ_Search_Brand_Alm_202303;5263.04;769;13991;24;18783.98;31-03-2023;DKK
HAVEHJ_Search_Brand_Alm_202309;3833.04;689;10616;18;14431.78;21-09-2023;DKK
HAVEHJ_Search_NonBrand_Alm_202208;13105.25;1663;43288;47;25785.46;09-08-2022;DKK
HH_Search_Brand_Alm_202503;8144.45;1042;40679;35;22759.38;16-03-2025;DKK
Havehjornet_Search_NonBrand_Alm_202507;4137.17;483;17263;13;9024.07;25-07-2025;DKK
hh_dk_Search_NonBrand_Alm_202309;10308.14;1836;53333;30;20143.46;07-09-2023;DKK
hh_dk_Search_NonBrand_Alm_202208;7408.98;1342;23768;25;19765.38;31-08-2022;DKK
HH_Search_Brand_Alm_202507;1031.67;235;3785;5;2831.46;15-07-2025;DKK
HAVEHJ_Search_NonBrand_Alm_202502;3215.18;4521;156066;86;8361.10;10-02-2025;EUR
HAVEHJ_Search_Brand_Havesaeson_202306;1172.88;1649;30903;36;3431.22;01-06-2023;EUR
HAVEHJ_Search_Brand_Alm_202208;2729.75;475;7577;14;11268.85;14-08-2022;DKK
Havehjornet_Search_NonBrand_Alm_202501;6716.28;887;26442;22;15721.17;15-01-2025;DKK
HH_Search_Brand_Alm_202309;6026.83;878;34928;25;16003.88;05-09-2023;DKK
HAVEHJ_Search_Brand_Alm_202301;5401.47;715;17937;24;17404.18;15-01-2023;DKK
HAVEHJ_Search_Brand_Alm_202209;10624.19;1931;70699;43;32369.47;16-09-2022;DKK
hh_dk_Search_Brand_Alm_202309;8966.15;1940;32889;46;28270.14;19-09-2023;DKK
Havehjornet_Search_NonBrand_Jul_202312_kopi;26811.87;4453;171393;92;60495.26;17-12-2023;DKK
HAVEHJ_Search_NonBrand_Alm_202210;9370.69;1152;30084;35;18918.99;21-10-2022;DKK
HH_Search_NonBrand_Alm_202202;11639.69;1533;37586;36;34852.13;14-02-2022;DKK
HH_Search_NonBrand_Jul_202312;17227.34;3944;54717;56;41088.01;03-12-2023;DKK
Havehjornet_Search_Brand_Havesaeson_202305_kopi;1634.52;1505;80066;54;4472.90;28-05-2023;EUR
HAVEHJ_Search_Brand_Havesaeson_202405;16940.72;3201;57177;88;46893.39;25-05-2024;DKK
HAVEHJ_Search_NonBrand_Alm_202402;1646.13;1492;55420;43;3681.84;21-02-2024;EUR
Havehjornet_Search_NonBrand_Jul_202312;8503.22;1483;36936;26;23643.11;08-12-2023;DKK
HAVEHJ_Search_Brand_Alm_202401_kopi;3620.56;581;12390;17;13335.55;08-01-2024;DKK
HAVEHJ_Search_NonBrand_Alm_202207;8974.18;1145;37573;34;19695.87;16-07-2022;DKK
HH_Search_Brand_Alm_202507;2666.75;410;9022;11;8238.83;06-07-2025;DKK
Havehjornet_Search_NonBrand_Havesaeson_202205;90369.07;11789;247193;350;266191.27;21-05-2022;DKK
HAVEHJ_Search_NonBrand_BlackFriday_202411;29878.68;4176;92621;93;72449.93;14-11-2024;DKK
HH_Search_Brand_Havesaeson_202405;4613.97;820;14622;19;15136.84;07-05-2024;DKK
HAVEHJ_Search_NonBrand_Havesaeson_202306;43383.93;8315;151238;135;91067.45;11-06-2023;DKK
Havehjornet_Search_NonBrand_Alm_202308;31717.30;5214;86697;110;63695.18;31-08-2023;DKK
Havehjornet_Search_Brand_Havesaeson_202206;199.98;232;6814;8;577.30;10-06-2022;EUR
HAVEHJ_Search_NonBrand_Alm_202501;9743.50;1761;57856;34;16524.40;11-01-2025;DKK
HAVEHJ_Search_Brand_Alm_202302;22022.76;2934;78044;99;63309.79;26-02-2023;DKK
HAVEHJ_Search_NonBrand_Jul_202212_kopi;4306.39;7105;81035;95;9924.11;23-12-2022;EUR
hh_dk_Search_Brand_Alm_202210_kopi;8301.98;2062;34099;41;20322.10;07-10-2022;DKK
HAVEHJ_Search_NonBrand_Havesaeson_202405;20777.68;3443;106502;61;50488.43;12-05-2024;DKK
hh_dk_Search_NonBrand_Alm_202502;8321.84;1097;31501;24;14529.05;20-02-2025;DKK
HH_Search_NonBrand_Havesaeson_202506;34620.47;6715;93346;110;80621.35;28-06-2025;DKK
Havehjornet_Search_Brand_Havesaeson_202206;3752.28;432;11267;18;10466.49;20-06-2022;DKK
HH_Search_Brand_Alm_202201;6751.13;1076;23999;33;20663.94;06-01-2022;DKK
HH_Search_Brand_Havesaeson_202306;8767.47;1360;23567;45;24105.66;03-06-2023;DKK
HAVEHJ_Search_NonBrand_Jul_202212;31897.02;3827;123198;121;65792.21;02-12-2022;DKK
Havehjornet_Search_NonBrand_Alm_202203;19986.01;2276;63974;66;38105.84;10-03-2022;DKK
HH_Search_Brand_Havesaeson_202506;4386.63;501;22320;21;15872.14;17-06-2025;DKK
HAVEHJ_Search_NonBrand_Alm_202207;9236.10;1872;25711;34;23426.47;11-07-2022;DKK
Havehjornet_Search_NonBrand_Havesaeson_202504;46530.96;5294;299483;146;83089.68;09-04-2025;DKK
HH_Search_NonBrand_BlackFriday_202311;789.18;795;16507;19;1974.14;15-11-2023;EUR
Havehjornet_Search_Brand_Havesaeson_202406;1607.24;2496;54871;52;4312.32;10-06-2024;EUR
HH_Search_Brand_Alm_202502;7767.39;1432;29342;39;28630.22;28-02-2025;DKK
Havehjornet_Search_Brand_Alm_202208;1900.34;216;5474;10;5036.43;13-08-2022;DKK
HAVEHJ_Search_NonBrand_BlackFriday_202311;4417.78;4675;87197;99;8675.27;23-11-2023;EUR
Havehjornet_Search_Brand_Havesaeson_202504;3521.28;416;16531;16;9527.50;19-04-2025;DKK
HAVEHJ_Search_NonBrand_Alm_202403;9474.90;2229;52646;34;16897.53;17-03-2024;DKK
HH_Search_NonBrand_Alm_202308;10528.67;2228;50684;31;30916.68;25-08-2023;DKK
Havehjornet_Search_NonBrand_Jul_202512;20428.15;4751;135743;59;42708.09;23-12-2025;DKK
Havehjornet_Search_NonBrand_Alm_202410;9300.63;1319;29591;33;24316.02;02-10-2024;DKK
HAVEHJ_Search_NonBrand_Havesaeson_202405;39238.91;4718;206738;144;76244.18;14-05-2024;DKK
Havehjornet_Search_Brand_Alm_202303;5177.54;592;18161;27;13102.65;06-03-2023;DKK
HAVEHJ_Search_NonBrand_Havesaeson_202204;4778.82;5299;179624;105;9442.03;12-04-2022;EUR
Havehjornet_Search_Brand_Alm_202302;4936.97;861;13174;20;10631.96;16-02-2023;DKK
hh_dk_Search_NonBrand_Alm_202407;12833.03;1765;63475;45;27380.84;21-07-2024;DKK
HH_Search_NonBrand_Jul_202212_kopi;8437.47;9493;221480;183;20678.54;13-12-2022;EUR
HAVEHJ_Search_Brand_Alm_202309;3823.48;482;9935;17;12378.38;28-09-2023;DKK
HAVEHJ_Search_Brand_Alm_202508;2146.87;311;12184;9;7924.01;11-08-2025;DKK
Havehjornet_Search_Brand_BlackFriday_202211;10155.79;2475;28954;49;32623.99;09-11-2022;DKK
HH_Search_Brand_Alm_202301;3359.39;439;11559;18;8709.14;22-01-2023;DKK
Havehjornet_Search_Brand_BlackFriday_202511;6167.42;724;18108;27;18616.10;06-11-2025;DKK
HAVEHJ_Search_NonBrand_Alm_202308;4604.90;792;22386;17;8579.85;29-08-2023;DKK
Havehjornet_Search_NonBrand_Alm_202403;5428.38;6971;113713;144;12246.88;15-03-2024;EUR
HH_Search_Brand_Alm_202303;4076.06;701;24504;17;15181.26;27-03-2023;DKK
HH_Search_NonBrand_Havesaeson_202205;27342.72;3441;84435;82;73978.91;07-05-2022;DKK
Havehjornet_Search_Brand_Alm_202203;9328.15;1629;48980;48;28432.18;04-03-2022;DKK
HH_Search_Brand_Havesaeson_202406;16818.17;2002;47488;70;53168.27;17-06-2024;DKK
Havehjornet_Search_NonBrand_Alm_202407;7100.49;898;36324;24;13932.02;24-07-2024;DKK
HH_Search_Brand_BlackFriday_202511;7032.17;786;26483;32;23966.09;10-11-2025;DKK
Havehjornet_Search_Brand_Jul_202312;8544.35;1898;45174;37;24134.01;03-12-2023;DKK
hh_dk_Search_Brand_Havesaeson_202205;15907.09;3106;71609;64;60148.77;20-05-2022;DKK
HH_Search_Brand_Havesaeson_202206;13403.05;2506;64722;59;41761.54;09-06-2022;DKK
hh_dk_Search_NonBrand_Havesaeson_202205_kopi;47518.73;9330;131691;176;115830.42;19-05-2022;DKK
HAVEHJ_Search_NonBrand_Alm_202407;22004.84;2748;55885;86;40365.46;10-07-2024;DKK
hh_dk_Search_NonBrand_Alm_202509;12591.09;1940;55763;48;31018.51;27-09-2025;DKK
Havehjornet_Search_NonBrand_Alm_202201;13301.83;3306;84844;42;26772.65;19-01-2022;DKK
HAVEHJ_Search_Brand_Alm_202402;6543.06;1504;19025;32;17244.64;08-02-2024;DKK
Havehjornet_Search_NonBrand_Alm_202202;1689.62;2404;33205;40;3233.58;06-02-2022;EUR
hh_dk_Search_NonBrand_Alm_202201;13633.81;1908;35408;43;19981.41;17-01-2022;DKK
hh_dk_Search_Brand_Alm_202203;2348.57;514;13344;10;6004.76;03-03-2022;DKK
Havehjornet_Search_Brand_Alm_202507;1082.72;1110;39991;43;3486.57;13-07-2025;EUR
HAVEHJ_Search_Brand_Alm_202409;18263.89;2331;65015;75;57452.88;03-09-2024;DKK
Havehjornet_Search_Brand_Jul_202312;12809.99;1721;35932;67;30163.45;19-12-2023;DKK
HAVEHJ_Search_NonBrand_Havesaeson_202205;20048.74;4459;104006;70;37598.55;30-05-2022;DKK
Havehjornet_Search_NonBrand_Havesaeson_202405;18959.79;2457;82625;62;39608.48;04-05-2024;DKK
hh_dk_Search_Brand_Havesaeson_202306;7229.50;991;41026;35;18972.22;13-06-2023;DKK
HAVEHJ_Search_Brand_Jul_202212;16023.50;4001;105293;80;49915.47;27-12-2022;DKK
Havehjornet_Search_Brand_Havesaeson_202205;12711.32;1466;43925;56;36606.86;05-05-2022;DKK
HH_Search_NonBrand_Alm_202308;2963.05;3084;75664;86;6362.04;10-08-2023;EUR
Havehjornet_Search_Brand_Alm_202207;2051.95;348;9354;8;6843.04;17-07-2022;DKK
HAVEHJ_Search_Brand_Alm_202202_kopi;6800.65;1359;26557;28;18096.60;18-02-2022;DKK
hh_dk_Search_NonBrand_BlackFriday_202311;2600.86;2352;65506;74;6365.79;05-11-2023;EUR
HH_Search_Brand_Havesaeson_202205;7019.60;1452;27128;37;20194.19;19-05-2022;DKK
HAVEHJ_Search_NonBrand_Havesaeson_202506;19140.14;2533;69574;62;34921.17;18-06-2025;DKK
hh_dk_Search_Brand_Havesaeson_202204;3782.97;578;11416;15;12007.31;04-04-2022;DKK
Havehjornet_Search_NonBrand_Alm_202307;1151.89;1096;37362;26;2296.44;13-07-2023;EUR
HAVEHJ_Search_Brand_Alm_202403;12929.75;2890;55959;54;33027.05;07-03-2024;DKK
HH_Search_NonBrand_Jul_202412;20529.62;5051;94437;74;36291.98;11-12-2024;DKK
HAVEHJ_Search_Brand_Havesaeson_202505;11466.41;2750;32340;52;39512.48;24-05-2025;DKK
Havehjornet_Search_Brand_Alm_202509;3305.71;456;9116;13;10236.46;10-09-2025;DKK
Havehjornet_Search_NonBrand_Alm_202209;5084.37;708;17822;18;13290.18;01-09-2022;DKK
Havehjornet_Search_NonBrand_BlackFriday_202311;8713.06;1036;21882;34;25871.38;13-11-2023;DKK
hh_dk_Search_NonBrand_Havesaeson_202205_kopi;2045.11;2912;45647;45;4640.44;31-05-2022;EUR
Havehjornet_Search_NonBrand_Havesaeson_202206;57800.76;10774;278198;195;98182.40;06-06-2022;DKK
hh_dk_Search_NonBrand_Jul_202412;9372.87;1862;39516;29;31826.15;03-12-2024;DKK
HH_Search_Brand_Alm_202209;1518.76;2298;34487;48;3687.75;19-09-2022;EUR
Havehjornet_Search_Brand_Alm_202408;16089.75;2184;96734;65;52196.73;28-08-2024;DKK
HH_Search_Brand_Alm_202309;5306.68;949;15780;22;19705.29;14-09-2023;DKK
HH_Search_NonBrand_Jul_202312;16193.94;2266;98489;53;26535.91;29-12-2023;DKK
HAVEHJ_Search_NonBrand_Alm_202207;6826.00;853;20721;21;15329.48;24-07-2022;DKK
hh_dk_Search_NonBrand_BlackFriday_202411;16668.37;3425;45700;50;42602.25;16-11-2024;DKK
HH_Search_NonBrand_Havesaeson_202506;27565.33;3115;70627;83;54590.95;01-06-2025;DKK
HH_Search_Brand_Alm_202409;12683.64;1449;57434;54;51421.24;13-09-2024;DKK
HH_Search_Brand_Havesaeson_202204;1009.70;901;21605;32;3183.78;18-04-2022;EUR
HAVEHJ_Search_NonBrand_Alm_202410;25917.56;5416;76150;84;61960.97;27-10-2024;DKK
hh_dk_Search_NonBrand_Havesaeson_202504;28616.87;4226;87045;112;59005.11;25-04-2025;DKK
HH_Search_NonBrand_BlackFriday_202311;10942.09;1421;51421;35;18723.41;02-11-2023;DKK
HH_Search_Brand_Alm_202401_kopi;11297.72;2335;31299;49;33422.98;04-01-2024;DKK
hh_dk_Search_NonBrand_BlackFriday_202211;12508.60;1450;37465;40;23987.35;05-11-2022;DKK
Havehjornet_Search_NonBrand_Alm_202401;8621.34;1977;24843;25;18554.74;21-01-2024;DKK
HH_Search_NonBrand_Alm_202301;4805.61;708;28781;18;6977.17;11-01-2023;DKK
Havehjornet_Search_Brand_Havesaeson_202304;282.48;62;796;1;916.79;02-04-2023;DKK
hh_dk_Search_NonBrand_Alm_202202_kopi;6980.20;1554;24350;22;15418.81;02-02-2022;DKK
Havehjornet_Search_Brand_Alm_202303;4077.21;545;25102;20;12431.24;30-03-2023;DKK
HH_Search_NonBrand_BlackFriday_202211;20191.50;2671;64969;77;53953.93;10-11-2022;DKK
HAVEHJ_Search_NonBrand_Havesaeson_202205;31871.35;5759;107578;115;65630.62;15-05-2022;DKK
HH_Search_Brand_Alm_202509;3954.64;893;14906;21;11041.86;02-09-2025;DKK
HH_Search_NonBrand_Alm_202302;18010.34;3785;114264;60;30373.25;03-02-2023;DKK
HH_Search_Brand_Alm_202503_kopi;6248.35;697;21991;33;15721.23;08-03-2025;DKK
HAVEHJ_Search_NonBrand_Havesaeson_202505;33473.48;8265;205303;107;83255.60;10-05-2025;DKK
HAVEHJ_Search_Brand_Alm_202402;922.97;217;3738;5;2975.05;05-02-2024;DKK
HAVEHJ_Search_Brand_Alm_202503;912.02;913;36657;35;2147.03;06-03-2025;EUR
HH_Search_NonBrand_Havesaeson_202204;9948.36;1291;53077;31;15268.27;29-04-2022;DKK
Havehjornet_Search_NonBrand_Alm_202403;7698.72;1390;28335;22;13470.10;25-03-2024;DKK
HAVEHJ_Search_Brand_Alm_202402;6798.22;915;27414;35;17636.50;26-02-2024;DKK
HAVEHJ_Search_NonBrand_Alm_202202;16833.06;3260;54799;56;41906.92;18-02-2022;DKK
HAVEHJ_Search_NonBrand_Alm_202310;6885.85;1063;18265;21;22154.87;22-10-2023;DKK
